Solver command line: []

Read LP format model from file /tmp/tmpz8ylgio9.pyomo.lp
Reading time = 1.69 seconds
x1: 622010 rows, 578233 columns, 1715113 nonzeros
Gurobi Optimizer version 12.0.1 build v12.0.1rc0 (linux64 - "Linux Mint 21.3")

CPU model: AMD Ryzen 5 3500U with Radeon Vega Mobile Gfx, instruction set [SSE2|AVX|AVX2]
Thread count: 4 physical cores, 8 logical processors, using up to 8 threads

Academic license 2635158 - for non-commercial use only - registered to di___@gmail.com
Optimize a model with 622010 rows, 578233 columns and 1715113 nonzeros
Model fingerprint: 0xe6dbea5d
Coefficient statistics:
  Matrix range     [1e-06, 2e+01]
  Objective range  [9e-03, 7e+05]
  Bounds range     [2e-01, 1e+08]
  RHS range        [1e-02, 4e+06]
Presolve removed 289127 rows and 315404 columns
Presolve time: 1.88s
Presolved: 332883 rows, 262829 columns, 1106599 nonzeros

Concurrent LP optimizer: dual simplex and barrier
Showing barrier log only...

Ordering time: 0.78s

Barrier statistics:
 Dense cols : 29
 AA' NZ     : 1.054e+06
 Factor NZ  : 5.502e+06 (roughly 300 MB of memory)
 Factor Ops : 1.338e+08 (less than 1 second per iteration)
 Threads    : 3

                  Objective                Residual
Iter       Primal          Dual         Primal    Dual     Compl     Time
   0   1.82531579e+16 -2.27434485e+17  1.68e+14 1.77e+02  4.44e+14     3s
   1   1.72356637e+16 -3.56086251e+17  1.41e+14 4.16e+04  3.51e+14     4s
   2   1.56109042e+16 -5.40806869e+17  1.11e+14 1.62e+04  1.96e+14     4s
   3   1.24326456e+16 -3.62097070e+17  6.88e+13 5.36e+03  9.73e+13     5s
   4   1.20617023e+16 -2.73056466e+17  3.18e+13 2.15e+03  4.47e+13     5s
   5   1.17326589e+16 -2.30969988e+17  1.80e+13 1.22e+03  2.55e+13     5s
   6   1.14119312e+16 -1.96502466e+17  9.17e+12 5.65e+02  1.29e+13     6s
   7   1.10529677e+16 -1.54423874e+17  2.42e+12 1.28e+02  3.44e+12     6s
   8   1.04154230e+16 -8.05299461e+16  7.16e+11 1.09e+01  7.32e+11     7s
   9   5.29098300e+15 -2.56719848e+16  1.29e+11 1.08e+00  1.35e+11     7s
  10   4.87848379e+15 -1.86793405e+16  1.15e+11 7.21e-01  1.10e+11     7s
  11   4.24012285e+15 -6.62101258e+15  9.52e+10 1.82e-01  7.29e+10     8s
  12   2.12002646e+15 -1.12442898e+15  3.14e+10 6.78e-02  2.30e+10     8s
  13   7.71020502e+14 -1.18936045e+14  9.77e+09 3.73e-02  6.93e+09     8s
  14   1.66117021e+14 -2.37182383e+13  6.18e+08 9.43e-02  6.77e+08     9s
  15   4.80701349e+13 -5.95158312e+12  1.06e+08 2.50e-02  1.44e+08     9s
  16   1.59294971e+13 -1.48746087e+12  2.85e+07 2.22e-02  3.82e+07    10s
  17   5.49282663e+12 -5.19054216e+11  6.02e+06 3.52e-02  9.17e+06    10s
  18   4.44094036e+12 -1.01640899e+11  4.62e+06 3.02e-02  6.32e+06    10s
  19   2.75455937e+12 -5.72727472e+10  2.51e+06 1.80e-02  3.44e+06    10s
  20   5.61229529e+11 -3.98981935e+10  4.17e+05 2.05e-02  6.62e+05    11s
  21   5.92536753e+12 -2.13443430e+10  1.59e+05 1.03e-02  6.42e+06    11s
  22   5.08125198e+12 -1.25495758e+10  6.95e+04 7.52e-03  9.24e+05    11s
  23   3.76549459e+12 -2.73105192e+09  2.40e+03 5.29e-03  5.68e+04    12s
  24   2.56011084e+12 -7.83093814e+08  1.24e+02 4.73e-03  1.14e+04    12s
  25   1.48975582e+12 -1.02500828e+08  1.19e+01 4.75e-03  2.22e+03    12s
  26   5.08779095e+11 -4.18386465e+07  1.01e-03 4.75e-03  6.83e+02    13s
  27   2.65102060e+11 -2.95157467e+07  8.10e-04 4.74e-03  3.28e+02    13s
  28   9.50569159e+11 -1.40214722e+07  7.44e-04 4.63e-03  3.57e+05    14s
  29   7.54795442e+11 -4.85911472e+06  5.20e-04 4.55e-03  4.01e+05    14s
  30   7.28855255e+11 -1.47830168e+07  5.03e-04 4.44e-03  4.03e+05    14s
  31   6.11691840e+11 -3.13878866e+07  4.24e-04 4.42e-03  3.16e+05    15s
  32   5.29779288e+11 -1.59637804e+08  3.63e-04 4.27e-03  2.77e+05    15s
  33   3.72402353e+11 -3.85453702e+08  1.85e-04 3.10e-03  1.54e+05    15s
  34   2.74753541e+11 -1.94077757e+08  2.88e-05 1.93e-03  2.95e+04    16s
  35   2.56775684e+11 -3.13738522e+07  5.32e-06 1.93e-03  5.60e+03    16s
  36   2.53918457e+11 -2.44069646e+07  2.71e-06 1.93e-03  2.96e+03    17s
  37   2.53085143e+11 -8.55494444e+06  2.13e-06 1.93e-03  2.40e+03    17s
  38   2.50266415e+11 -6.67368275e+06  5.47e-07 1.93e-03  6.54e+02    17s
  39   2.49099135e+11  3.21466245e+06  3.04e-07 1.93e-03  3.69e+02    18s
  40   2.47708902e+11  6.91751710e+06  1.32e-07 1.93e-03  1.76e+02    18s
  41   2.47215443e+11  1.16216587e+07  1.04e-07 1.93e-03  1.35e+02    19s
  42   2.46550932e+11  1.31420064e+07  7.39e-08 1.93e-03  9.85e+01    19s
  43   2.46069543e+11  1.49317926e+07  5.83e-08 1.93e-03  7.75e+01    19s
  44   2.44804395e+11  1.79547362e+07  2.59e-08 1.93e-03  3.60e+01    20s
  45   2.43444622e+11  1.93469327e+07  1.71e-08 1.93e-03  1.50e+01    20s
  46   2.42738891e+11  1.98012735e+07  3.50e-08 1.93e-03  1.03e+01    21s
  47   2.42225600e+11  2.00427968e+07  3.38e-08 1.93e-03  7.81e+00    21s
  48   2.41386280e+11  2.01164375e+07  6.25e-09 1.93e-03  5.03e+00    21s
  49   2.40818893e+11  2.01497853e+07  4.27e-08 1.93e-03  3.83e+00    22s
  50   2.39457071e+11  2.02919247e+07  1.34e-08 1.93e-03  1.53e+00    22s
  51   2.38935478e+11  2.02981603e+07  2.95e-08 1.93e-03  1.20e+00    23s
  52   2.38666296e+11  2.03091862e+07  1.41e-08 1.93e-03  1.04e+00    23s
  53   2.38399838e+11  2.03109926e+07  3.94e-08 1.93e-03  9.27e-01    23s
  54   2.37923288e+11  2.03219552e+07  3.58e-08 1.93e-03  7.30e-01    24s
  55   2.37121884e+11  2.03358993e+07  3.42e-08 1.93e-03  4.73e-01    24s
  56   2.37003784e+11  2.03416930e+07  1.66e-08 1.93e-03  4.41e-01    25s
  57   2.36956005e+11  2.03449770e+07  4.75e-08 1.93e-03  4.28e-01    25s
  58   2.36673832e+11  2.03477195e+07  4.10e-08 1.93e-03  3.75e-01    26s
  59   2.36117537e+11  2.03508862e+07  1.12e-09 1.93e-03  2.84e-01    26s
  60   2.35750918e+11  2.03526269e+07  2.05e-08 1.93e-03  2.39e-01    27s
  61   2.35505870e+11  2.03535272e+07  3.80e-09 1.93e-03  2.14e-01    27s
  62   2.35389906e+11  2.03553416e+07  7.71e-09 1.93e-03  2.01e-01    28s
  63   2.35051819e+11  2.03584215e+07  4.71e-09 1.93e-03  1.69e-01    28s
  64   2.34556696e+11  2.03611542e+07  2.08e-08 1.93e-03  1.31e-01    29s
  65   2.33842733e+11  2.03649464e+07  3.50e-05 1.93e-03  8.86e-02    29s
  66   2.33240531e+11  2.03668568e+07  1.98e-04 1.93e-03  6.39e-02    29s
  67   2.32488327e+11  2.03681489e+07  3.09e-04 1.93e-03  4.21e-02    30s
  68   2.31912778e+11  2.03688409e+07  3.23e-04 1.93e-03  3.11e-02    30s
  69   2.31440683e+11  2.03692186e+07  3.14e-04 1.93e-03  2.45e-02    31s
  70   2.31048399e+11  2.03695103e+07  2.99e-04 1.93e-03  2.01e-02    31s
  71   2.30680766e+11  2.03698565e+07  2.80e-04 1.93e-03  1.66e-02    32s
  72   2.29978058e+11  2.03700848e+07  2.33e-04 1.93e-03  1.14e-02    32s
  73   2.29285794e+11  2.03703253e+07  1.91e-04 1.93e-03  7.74e-03    33s
  74   2.28491513e+11  2.03704958e+07  1.44e-04 1.93e-03  4.91e-03    33s
  75   2.28214322e+11  2.03705430e+07  1.30e-04 1.93e-03  4.26e-03    33s
  76   2.27409289e+11  2.03706103e+07  9.25e-05 1.93e-03  2.73e-03    34s
  77   2.26744911e+11  2.03706491e+07  6.95e-05 1.93e-03  1.92e-03    34s
  78   2.25555917e+11  2.03706770e+07  3.77e-05 1.93e-03  9.44e-04    34s
  79   2.24373434e+11  2.03706975e+07  2.13e-05 1.93e-03  4.67e-04    35s
  80   2.24238533e+11  2.03707025e+07  2.02e-05 1.93e-03  4.34e-04    35s
  81   2.24009891e+11  2.03707056e+07  1.86e-05 1.93e-03  3.89e-04    35s
  82   2.24004635e+11  2.03707081e+07  1.85e-05 1.93e-03  3.84e-04    36s
  83   2.23742254e+11  2.03707081e+07  1.64e-05 1.93e-03  4.44e-03    37s
  84   2.22090872e+11  2.03706868e+07  3.93e-06 1.93e-03  1.12e-03    37s
  85   2.20170803e+11  2.03707121e+07  4.23e-06 1.93e-03  2.04e-04    38s
  86   2.18566437e+11  2.03707235e+07  2.55e-06 1.93e-03  7.19e-05    38s
  87   2.17065863e+11  2.03707261e+07  1.35e-06 1.93e-03  4.29e-05    38s
  88   2.15506409e+11  2.03707280e+07  7.84e-07 1.93e-03  2.63e-05    39s
  89   2.14724827e+11  2.03707302e+07  6.48e-07 1.93e-03  1.28e-05    39s
  90   2.12816330e+11  2.03707307e+07  2.30e-07 1.93e-03  6.40e-06    39s
  91   2.11061513e+11  2.03707316e+07  1.41e-07 1.93e-03  1.66e-06    40s
