from;r120670201201-electricity-pv_agri_horizontal;r120670201201-electricity-pv_agri_vertical;r120670201201-electricity-pv_ground;r120670201201-electricity-pv_rooftop;r120670201201-electricity-wind;r120670201201-heat_low_decentral-solarthermal_plant
to;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-electricity;r120670201201-heat_low_decentral
type;flow;flow;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;0.0032457882437568293;0.0014064524137534671;0.0;0.27152126854299974;0.0
2019-01-01 09:00:00;0.0;0.011186481677593764;0.008438714482521365;0.0;1.629127611258017;0.0
2019-01-01 10:00:00;0.0;0.02723947648747538;0.018283881378796475;0.0;3.529776491059043;0.0
2019-01-01 11:00:00;0.0;0.03955043692988517;0.05485164413638957;0.0;10.58932947317714;0.0
2019-01-01 12:00:00;0.0;0.04013763544643759;0.05625809655014318;0.0;10.860850741720139;0.0
2019-01-01 13:00:00;0.0;0.034390715756778184;0.0;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.005766062904146922;0.0;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 07:00:00;0.0;0.0023739345094100335;0.0;0.0;0.0;0.0
2019-01-02 08:00:00;0.0;0.02203409133357022;0.03797421517134656;0.0;7.331074250661095;0.0
2019-01-02 09:00:00;0.0;0.043791353956926585;0.09704521654899695;0.0;18.734967529467244;0.0
2019-01-02 10:00:00;0.0;0.05877244423208504;0.10126457379025777;0.0;19.54953133509626;0.0
2019-01-02 11:00:00;0.0;0.07121057463044556;0.10689038344527207;0.0;20.63561640926827;0.0
2019-01-02 12:00:00;0.0;0.06919260267963509;0.14908395585787945;0.0;28.78125446555837;0.0
2019-01-02 13:00:00;0.0;0.032180995449444263;0.026722595861317984;0.0;5.15890410231706;0.0
2019-01-02 14:00:00;0.0;0.004068387430466052;0.008438714482521365;0.0;1.629127611258017;0.0
2019-01-02 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 07:00:00;0.0;0.0029350860374824646;0.0;0.0;0.0;0.0
2019-01-03 08:00:00;0.0;0.03354806681030189;0.019690333792550085;0.0;3.8012977596020425;0.0
2019-01-03 09:00:00;0.0;0.062471625988339094;0.05344519172263597;0.0;10.31780820463413;0.0
2019-01-03 10:00:00;0.0;0.08154918933013507;0.05766454896389679;0.0;11.132372010263147;0.0
2019-01-03 11:00:00;0.0;0.09033114383280277;0.14064524137535808;0.0;27.152126854300363;0.0
2019-01-03 12:00:00;0.0;0.08288163174054806;0.16174202758156253;0.0;31.22494588242625;0.0
2019-01-03 13:00:00;0.0;0.052481423620152005;0.026722595861317984;0.0;5.15890410231706;0.0
2019-01-03 14:00:00;0.0;0.011742151844386399;0.008438714482521365;0.0;1.629127611258017;0.0
2019-01-03 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-03 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 07:00:00;0.0;0.000600992034669761;0.0;0.0;0.0;0.0
2019-01-04 08:00:00;0.0;0.015088730655705661;0.035161310343839486;0.0;6.788031713575086;0.0
2019-01-04 09:00:00;0.0;0.03450614487216503;0.08720004965272199;0.0;16.834318649666216;0.0
2019-01-04 10:00:00;0.0;0.0563367113943533;0.03938066758510017;0.0;7.602595519204094;0.0
2019-01-04 11:00:00;0.0;0.0568139546022469;0.06750971586017177;0.0;13.033020890064165;0.0
2019-01-04 12:00:00;0.0;0.051512769196668313;0.06329035861891108;0.0;12.218457084435155;0.0
2019-01-04 13:00:00;0.0;0.036387921345383;0.03375485793008588;0.0;6.516510445032086;0.0
2019-01-04 14:00:00;0.0;0.009245550966440728;0.012658071723782189;0.0;2.4436914168870256;0.0
2019-01-04 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-04 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 07:00:00;0.0;0.029748639492866873;0.0;0.0;0.0;0.0
2019-01-05 08:00:00;0.0;0.1282103310838681;0.06750971586017177;0.0;13.033020890064165;0.0
2019-01-05 09:00:00;0.0;0.1736417409282131;0.16033557516782537;0.0;30.953424613886437;0.0
2019-01-05 10:00:00;0.0;0.18913527966553853;0.23769045792426408;0.0;45.88709438375003;0.0
2019-01-05 11:00:00;0.0;0.18807103435925265;0.25456788688925885;0.0;49.14534960625677;0.0
2019-01-05 12:00:00;0.0;0.17107972525378923;0.19830979033917612;0.0;38.284498864548326;0.0
2019-01-05 13:00:00;0.0;0.12348373997785836;0.11251619310028636;0.0;21.721701483440285;0.0
2019-01-05 14:00:00;0.0;0.037022421020339674;0.04500647724011446;0.0;8.688680593376112;0.0
2019-01-05 15:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 16:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 17:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 18:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 19:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 20:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 21:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 22:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-05 23:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0
2019-01-06 07:00:00;0.0;8.241252045960732e-05;0.0;0.0;0.0;0.0
2019-01-06 08:00:00;0.0;0.009176293065520444;0.0014064524137534671;0.0;0.27152126854299974;0.0
2019-01-06 09:00:00;0.0;0.012289009095996646;0.008438714482521365;0.0;1.629127611258017;0.0
