from;r120670124124-biomass_gas;r120670124124-biomass_gas;r120670124124-biomass_gas;r120670124124-biomass_gas-commodity
to;r120670124124-biomass_gas-bpchp_heat_high;r120670124124-biomass_gas-bpchp_heat_low_central;r120670124124-biomass_gas-bpchp_heat_low_decentral;r120670124124-biomass_gas
type;flow;flow;flow;flow
2019-01-01 00:00:00;0.0;0.0;0.0;0.0
2019-01-01 01:00:00;0.0;0.0;0.0;0.0
2019-01-01 02:00:00;0.0;0.0;0.0;0.0
2019-01-01 03:00:00;0.0;0.0;0.0;0.0
2019-01-01 04:00:00;0.0;0.0;0.0;0.0
2019-01-01 05:00:00;0.0;0.0;0.0;0.0
2019-01-01 06:00:00;0.0;0.0;0.0;0.0
2019-01-01 07:00:00;0.0;0.0;0.0;0.0
2019-01-01 08:00:00;0.0;0.0;0.0;0.0
2019-01-01 09:00:00;0.0;0.0;0.0;0.0
2019-01-01 10:00:00;0.0;0.0;0.0;0.0
2019-01-01 11:00:00;0.0;0.0;0.0;0.0
2019-01-01 12:00:00;0.0;0.0;0.0;0.0
2019-01-01 13:00:00;0.0;0.0;0.0;0.0
2019-01-01 14:00:00;0.0;0.0;0.0;0.0
2019-01-01 15:00:00;0.0;0.0;0.0;0.0
2019-01-01 16:00:00;0.0;0.0;0.0;0.0
2019-01-01 17:00:00;0.0;0.0;0.0;0.0
2019-01-01 18:00:00;0.0;0.0;0.0;0.0
2019-01-01 19:00:00;0.0;0.0;0.0;0.0
2019-01-01 20:00:00;0.0;0.0;0.0;0.0
2019-01-01 21:00:00;0.0;0.0;0.0;0.0
2019-01-01 22:00:00;0.0;0.0;0.0;0.0
2019-01-01 23:00:00;0.0;0.0;0.0;0.0
2019-01-02 00:00:00;0.0;0.0;0.0;0.0
2019-01-02 01:00:00;0.0;0.0;0.0;0.0
2019-01-02 02:00:00;0.0;0.0;0.0;0.0
2019-01-02 03:00:00;0.0;0.0;0.0;0.0
2019-01-02 04:00:00;0.0;0.0;0.0;0.0
2019-01-02 05:00:00;0.0;0.0;0.0;0.0
2019-01-02 06:00:00;0.0;0.0;2.9459547695785697;2.9459547695785697
2019-01-02 07:00:00;0.0;0.0;2.329866516609914;2.329866516609914
2019-01-02 08:00:00;0.0;0.0;2.2501572088586634;2.2501572088586634
2019-01-02 09:00:00;0.0;0.0;1.6367230275253368;1.6367230275253368
2019-01-02 10:00:00;0.0;0.0;1.0218787472251565;1.0218787472251565
2019-01-02 11:00:00;0.0;0.0;0.5571828805524855;0.5571828805524855
2019-01-02 12:00:00;0.0;0.0;0.2216633982892103;0.2216633982892103
2019-01-02 13:00:00;0.0;0.0;0.0;0.0
2019-01-02 14:00:00;0.0;0.0;0.02041843647903583;0.02041843647903583
2019-01-02 15:00:00;0.0;0.0;0.4236115306294098;0.4236115306294098
2019-01-02 16:00:00;0.0;0.0;1.1363872748967847;1.1363872748967847
2019-01-02 17:00:00;0.0;0.0;1.6187424288519028;1.6187424288519028
2019-01-02 18:00:00;0.0;0.0;1.6558598019007136;1.6558598019007136
2019-01-02 19:00:00;0.0;0.0;1.4386453816824956;1.4386453816824956
2019-01-02 20:00:00;0.0;0.0;0.8962491066521112;0.8962491066521112
2019-01-02 21:00:00;0.0;0.0;0.0;0.0
2019-01-02 22:00:00;0.0;0.0;0.0;0.0
2019-01-02 23:00:00;0.0;0.0;0.0;0.0
2019-01-03 00:00:00;0.0;0.0;0.0;0.0
2019-01-03 01:00:00;0.0;0.0;0.0;0.0
2019-01-03 02:00:00;0.0;0.0;0.0;0.0
2019-01-03 03:00:00;0.0;0.0;0.0;0.0
2019-01-03 04:00:00;0.0;0.0;0.0;0.0
2019-01-03 05:00:00;0.0;0.0;0.3681466001536971;0.3681466001536971
2019-01-03 06:00:00;0.0;0.0;5.126326312774024;5.126326312774024
2019-01-03 07:00:00;0.0;0.0;4.255149400682765;4.255149400682765
2019-01-03 08:00:00;0.0;0.0;4.176037744793799;4.176037744793799
2019-01-03 09:00:00;0.0;0.0;3.59811024166249;3.59811024166249
2019-01-03 10:00:00;0.0;0.0;2.8148899798834486;2.8148899798834486
2019-01-03 11:00:00;0.0;0.0;1.9801272698690267;1.9801272698690267
2019-01-03 12:00:00;0.0;0.0;1.7594253357648384;1.7594253357648384
2019-01-03 13:00:00;0.0;0.0;1.4572878545360513;1.4572878545360513
2019-01-03 14:00:00;0.0;0.0;1.4993129595633972;1.4993129595633972
2019-01-03 15:00:00;0.0;0.0;1.6574852187642488;1.6574852187642488
2019-01-03 16:00:00;0.0;0.0;2.3949573647944415;2.3949573647944415
2019-01-03 17:00:00;0.0;0.0;2.889508159038447;2.889508159038447
2019-01-03 18:00:00;0.0;0.0;3.062300308775051;3.062300308775051
2019-01-03 19:00:00;0.0;0.0;2.8115286283091883;2.8115286283091883
2019-01-03 20:00:00;0.0;0.0;2.0356245964407047;2.0356245964407047
2019-01-03 21:00:00;0.0;0.0;0.44978709628534436;0.44978709628534436
2019-01-03 22:00:00;0.0;0.0;0.0;0.0
2019-01-03 23:00:00;0.0;0.0;0.0;0.0
2019-01-04 00:00:00;0.0;0.0;0.0;0.0
2019-01-04 01:00:00;0.0;0.0;0.0;0.0
2019-01-04 02:00:00;0.0;0.0;0.0;0.0
2019-01-04 03:00:00;0.0;0.0;0.0;0.0
2019-01-04 04:00:00;0.0;0.0;0.0;0.0
2019-01-04 05:00:00;0.0;0.0;0.0;0.0
2019-01-04 06:00:00;0.0;0.0;4.296495124050085;4.296495124050085
2019-01-04 07:00:00;0.0;0.0;3.661023886035558;3.661023886035558
2019-01-04 08:00:00;0.0;0.0;3.811845018868086;3.811845018868086
2019-01-04 09:00:00;0.0;0.0;2.98663691366756;2.98663691366756
2019-01-04 10:00:00;0.0;0.0;2.2414304138732906;2.2414304138732906
2019-01-04 11:00:00;0.0;0.0;1.541668731909248;1.541668731909248
2019-01-04 12:00:00;0.0;0.0;1.2289112925294499;1.2289112925294499
2019-01-04 13:00:00;0.0;0.0;0.8634707163484321;0.8634707163484321
2019-01-04 14:00:00;0.0;0.0;1.0186958977444311;1.0186958977444311
2019-01-04 15:00:00;0.0;0.0;1.2703197005064104;1.2703197005064104
2019-01-04 16:00:00;0.0;0.0;1.8935321653341588;1.8935321653341588
2019-01-04 17:00:00;0.0;0.0;2.2811974842755265;2.2811974842755265
2019-01-04 18:00:00;0.0;0.0;2.3349776687319372;2.3349776687319372
2019-01-04 19:00:00;0.0;0.0;2.1476598425513034;2.1476598425513034
2019-01-04 20:00:00;0.0;0.0;1.4810043652741236;1.4810043652741236
2019-01-04 21:00:00;0.0;0.0;0.0;0.0
2019-01-04 22:00:00;0.0;0.0;0.0;0.0
2019-01-04 23:00:00;0.0;0.0;0.0;0.0
2019-01-05 00:00:00;0.0;0.0;0.0;0.0
2019-01-05 01:00:00;0.0;0.0;0.0;0.0
2019-01-05 02:00:00;0.0;0.0;0.0;0.0
2019-01-05 03:00:00;0.0;0.0;0.0;0.0
2019-01-05 04:00:00;0.0;0.0;0.0;0.0
2019-01-05 05:00:00;0.0;0.0;1.6690192481894475;1.6690192481894475
2019-01-05 06:00:00;0.0;0.0;8.111640223169307;8.111640223169307
2019-01-05 07:00:00;0.0;0.0;6.064332942636187;6.064332942636187
2019-01-05 08:00:00;0.0;0.0;5.607332746223251;5.607332746223251
2019-01-05 09:00:00;0.0;0.0;4.534527900962639;4.534527900962639
2019-01-05 10:00:00;0.0;0.0;3.663719424831297;3.663719424831297
2019-01-05 11:00:00;0.0;0.0;3.1301425335042237;3.1301425335042237
2019-01-05 12:00:00;0.0;0.0;2.5345861035972628;2.5345861035972628
2019-01-05 13:00:00;0.0;0.0;2.228517603392122;2.228517603392122
2019-01-05 14:00:00;0.0;0.0;2.0784059395618906;2.0784059395618906
2019-01-05 15:00:00;0.0;0.0;2.7264790232142726;2.7264790232142726
2019-01-05 16:00:00;0.0;0.0;3.417188056452151;3.417188056452151
2019-01-05 17:00:00;0.0;0.0;4.0849206678639565;4.0849206678639565
2019-01-05 18:00:00;0.0;0.0;3.681630914414916;3.681630914414916
2019-01-05 19:00:00;0.0;0.0;3.857833076566123;3.857833076566123
2019-01-05 20:00:00;0.0;0.0;3.387684142672485;3.387684142672485
2019-01-05 21:00:00;0.0;0.0;2.005052097554391;2.005052097554391
2019-01-05 22:00:00;0.0;0.0;0.1278488523482379;0.1278488523482379
2019-01-05 23:00:00;0.0;0.0;0.0;0.0
2019-01-06 00:00:00;0.0;0.0;0.0;0.0
2019-01-06 01:00:00;0.0;0.0;0.0;0.0
2019-01-06 02:00:00;0.0;0.0;0.0;0.0
2019-01-06 03:00:00;0.0;0.0;0.0;0.0
2019-01-06 04:00:00;0.0;0.0;0.0;0.0
2019-01-06 05:00:00;0.0;0.0;0.6093560701238071;0.6093560701238071
2019-01-06 06:00:00;0.0;0.0;5.500074160940933;5.500074160940933
