from;r120640428428-electricity-large_battery_storage;r120640428428-electricity-small_battery_storage;r120640428428-heat_low_central-storage;r120640428428-heat_low_decentral-storage
to;nan;nan;nan;nan
type;storage_content;storage_content;storage_content;storage_content
2019-01-01 00:00:00;0.0;0.0;1.6558794206788927;0.0
2019-01-01 01:00:00;0.0;0.0;1.690477087940729;0.0
2019-01-01 02:00:00;0.0;0.0;1.7198817548867853;0.0
2019-01-01 03:00:00;0.0;0.0;1.7347337964385787;0.264147260586137
2019-01-01 04:00:00;0.0;0.0;1.7198043223454564;1.5481304492755878
2019-01-01 05:00:00;0.0;0.0;1.6422787119133297;0.4934125672689538
2019-01-01 06:00:00;0.0;0.0;1.554262619528411;0.0
2019-01-01 07:00:00;0.0;0.0;1.4886282233961556;0.0
2019-01-01 08:00:00;0.0;0.0;1.4307440844564652;0.0
2019-01-01 09:00:00;0.0;0.0;1.3884342637558185;0.0
2019-01-01 10:00:00;0.0;0.0;1.3593269842756974;0.0
2019-01-01 11:00:00;0.0;0.0;1.3387036638993666;0.0
2019-01-01 12:00:00;0.0;0.0;1.3256723826256362;0.0
2019-01-01 13:00:00;0.0;0.0;1.318341707817316;0.0
2019-01-01 14:00:00;0.0;0.0;1.3096413970216418;0.0
2019-01-01 15:00:00;0.0;0.0;1.2964953753445894;0.0
2019-01-01 16:00:00;0.0;0.0;1.2751814721335062;0.0
2019-01-01 17:00:00;0.0;0.0;1.2487827154634774;0.0
2019-01-01 18:00:00;0.0;0.0;1.2252433010402721;0.0
2019-01-01 19:00:00;0.0;0.0;1.2073143683841008;0.0
2019-01-01 20:00:00;0.0;0.0;1.1983421623933457;0.0
2019-01-01 21:00:00;0.0;0.0;1.2086282890826494;0.0
2019-01-01 22:00:00;0.0;0.0;1.2512992420103088;0.0
2019-01-01 23:00:00;0.0;0.0;1.3251038395532948;0.0
2019-01-02 00:00:00;0.0;0.0;1.3729494167789675;0.0
2019-01-02 01:00:00;0.0;0.0;1.412270104894605;0.0
2019-01-02 02:00:00;0.0;0.0;1.445672592935389;0.12579778726166535
2019-01-02 03:00:00;0.0;0.0;1.4624670645174314;1.5481304492755878
2019-01-02 04:00:00;0.0;0.0;1.4454028311637093;1.5481304492755878
2019-01-02 05:00:00;0.0;0.0;1.3571884982808102;0.07671862874807545
2019-01-02 06:00:00;0.0;0.0;1.2565849011050827;0.0
2019-01-02 07:00:00;0.0;0.0;1.181477425247664;0.0
2019-01-02 08:00:00;0.0;0.0;1.1153779295886221;0.0
2019-01-02 09:00:00;0.0;0.0;1.067157605933842;0.0
2019-01-02 10:00:00;0.0;0.0;1.0340422909164981;0.0
2019-01-02 11:00:00;0.0;0.0;1.0106642633983802;0.0
2019-01-02 12:00:00;0.0;0.0;0.9959981889325066;0.0066822421234533635
