timeindex;B-electricity-bev_charging-profile;BB-electricity-bev_charging-profile
2017-01-01 00:00:00;8.562843434055801e-05;0.00018224126900652255
2017-01-01 01:00:00;8.269269950174113e-05;0.00014308656712420367
2017-01-01 02:00:00;8.043876146605891e-05;0.00013409198338909447
2017-01-01 03:00:00;8.048210176120387e-05;0.0001321418772702301
2017-01-01 04:00:00;7.95831723581566e-05;0.0001333559227857817
2017-01-01 05:00:00;7.77050029083423e-05;0.0001378050814135775
2017-01-01 06:00:00;6.634963779112219e-05;0.00010046837445475479
2017-01-01 07:00:00;6.472810760624098e-05;0.00010488954065069285
2017-01-01 08:00:00;6.758730504189696e-05;0.00011913283760389228
2017-01-01 09:00:00;7.74460652110826e-05;0.00012596963703255862
2017-01-01 10:00:00;0.00010219033996382908;0.00012969603542151083
2017-01-01 11:00:00;0.0001204820454128089;0.00013560691382461545
2017-01-01 12:00:00;0.00012944772441444847;0.0001447494792873031
2017-01-01 13:00:00;0.00013338863751743578;0.00015001562252290349
2017-01-01 14:00:00;0.00015048811186449184;0.00015973498546482294
2017-01-01 15:00:00;0.0001415901059855084;0.00012797365770785102
2017-01-01 16:00:00;0.00014164253062579765;0.0001279687057817494
2017-01-01 17:00:00;0.00013118156828520846;0.00012598436488605604
2017-01-01 18:00:00;0.00012002911955786773;0.0001228719022265069
2017-01-01 19:00:00;0.00011516360847866681;0.00012177746916952026
2017-01-01 20:00:00;0.00011312682380984647;0.00011956044842737764
2017-01-01 21:00:00;0.00011138561174529977;0.00011308924685984789
2017-01-01 22:00:00;0.00010523066872690472;0.00010707420442858095
2017-01-01 23:00:00;9.988625307360259e-05;0.00010316582808164605
2017-01-02 00:00:00;9.809349962608185e-05;9.997746965043414e-05
2017-01-02 01:00:00;9.589641630188174e-05;9.729789366930136e-05
2017-01-02 02:00:00;9.455586623335712e-05;9.662740965456744e-05
2017-01-02 03:00:00;9.46938299829731e-05;9.671289752293633e-05
2017-01-02 04:00:00;9.46453030764298e-05;9.717181132675767e-05
2017-01-02 05:00:00;9.709997193045952e-05;0.00010041938082840678
2017-01-02 06:00:00;9.205869572328213e-05;9.132259967045539e-05
2017-01-02 07:00:00;9.76000592187521e-05;9.726810101465464e-05
2017-01-02 08:00:00;0.00010744374649381356;0.0001118486477848267
2017-01-02 09:00:00;0.00011194832147977824;0.00011662792632070156
2017-01-02 10:00:00;0.00011657834725130575;0.00011801371116807913
2017-01-02 11:00:00;0.0001246636490848711;0.00012555613522188371
2017-01-02 12:00:00;0.00013010708695206894;0.00013556901453931606
2017-01-02 13:00:00;0.0001342154704090874;0.00014531526458020196
2017-01-02 14:00:00;0.0001405362542031356;0.000153697425249442
2017-01-02 15:00:00;0.00012323772043112068;0.00012552189561093976
2017-01-02 16:00:00;0.00012498642118515663;0.00012558060587444152
2017-01-02 17:00:00;0.00012497716555949707;0.00012447787364263941
2017-01-02 18:00:00;0.0001278061842568382;0.00012270864161004042
2017-01-02 19:00:00;0.00012176196300388118;0.00012040106820495454
2017-01-02 20:00:00;0.00011737501400406537;0.00011645459247622836
2017-01-02 21:00:00;0.00011108815913963896;0.00011099290545780927
2017-01-02 22:00:00;0.00011013620129299417;0.00010385274475014894
2017-01-02 23:00:00;0.00010247373351789259;0.00010110079651459116
2017-01-03 00:00:00;9.882081633795733e-05;9.876462455689725e-05
2017-01-03 01:00:00;9.663114939018741e-05;9.766874304327047e-05
2017-01-03 02:00:00;9.533235007805521e-05;9.575697922161803e-05
2017-01-03 03:00:00;9.50845458434807e-05;9.525580488074285e-05
2017-01-03 04:00:00;9.50039117598521e-05;9.647967542798536e-05
2017-01-03 05:00:00;9.696857865505457e-05;0.00010096825945795414
2017-01-03 06:00:00;8.556638009900677e-05;8.821895113097343e-05
2017-01-03 07:00:00;9.002531900552773e-05;9.439774649049694e-05
2017-01-03 08:00:00;0.00010038909274492975;0.00010786252705055452
2017-01-03 09:00:00;0.00010872782797760846;0.00011202374683218946
2017-01-03 10:00:00;0.00011222542766461328;0.00011463183056564338
2017-01-03 11:00:00;0.00011448185854053721;0.00012207957928562385
2017-01-03 12:00:00;0.00012392541746787558;0.00013232269079244306
2017-01-03 13:00:00;0.00012899487715780478;0.00014143424991413484
2017-01-03 14:00:00;0.00013411699708204162;0.00014523065215292185
2017-01-03 15:00:00;0.00012207846034386163;0.0001230635831018598
2017-01-03 16:00:00;0.0001252481504714702;0.00012216953732048855
2017-01-03 17:00:00;0.00012459545893061166;0.00012362295153415165
2017-01-03 18:00:00;0.00012647818401887866;0.00012464809449479544
2017-01-03 19:00:00;0.00012330850742994277;0.0001205322084113307
2017-01-03 20:00:00;0.00012148219064342535;0.00011565183702093518
2017-01-03 21:00:00;0.00011827120065339828;0.0001109144828597641
2017-01-03 22:00:00;0.00011031890616759027;0.00010531281848458738
2017-01-03 23:00:00;0.00010699966260059283;0.00010155069482104028
2017-01-04 00:00:00;0.00010253267875585817;9.818187559656998e-05
2017-01-04 01:00:00;9.820653882907632e-05;9.648979345828275e-05
2017-01-04 02:00:00;9.633503988954348e-05;9.475420565701787e-05
2017-01-04 03:00:00;9.640648644452293e-05;9.448828527889374e-05
2017-01-04 04:00:00;9.57494472890994e-05;9.451650733789346e-05
2017-01-04 05:00:00;9.734936689878676e-05;9.879596428486229e-05
2017-01-04 06:00:00;8.743975640484948e-05;8.910488060059416e-05
2017-01-04 07:00:00;8.859772368191121e-05;9.589494277559613e-05
2017-01-04 08:00:00;0.00010093199774809348;0.00011024604504400183
2017-01-04 09:00:00;0.00010674944153627304;0.00011477271686845023
2017-01-04 10:00:00;0.00010597669061320153;0.0001166351443878834
2017-01-04 11:00:00;0.00011093669564904795;0.00012281211482216068
2017-01-04 12:00:00;0.00012020827449979335;0.00013089109710417087
2017-01-04 13:00:00;0.00012233467032767286;0.00014103255040004637
2017-01-04 14:00:00;0.00012590985936139336;0.00015129455844311188
2017-01-04 15:00:00;0.00011857014488687146;0.00012526030538061346
2017-01-04 16:00:00;0.00011957746692399209;0.00012805220752560334
2017-01-04 17:00:00;0.0001241469104401876;0.0001265677939847257
2017-01-04 18:00:00;0.00012221143050381925;0.00012290676345185712
2017-01-04 19:00:00;0.0001210363808525204;0.00012035525521331189
2017-01-04 20:00:00;0.00011482264994728124;0.00011672100428029438
2017-01-04 21:00:00;0.00011174670105586594;0.00011164084824035413
2017-01-04 22:00:00;0.00011083765260325225;0.00010659187863498946
2017-01-04 23:00:00;0.00010592669681986354;0.00010359457557908605
2017-01-05 00:00:00;0.00010211041026733398;0.0001010578337194729
2017-01-05 01:00:00;9.846951478142766e-05;9.769984298595201e-05
2017-01-05 02:00:00;9.532157082404503e-05;9.673108625516777e-05
2017-01-05 03:00:00;9.537895241318618e-05;9.66631988145506e-05
2017-01-05 04:00:00;9.36821033590238e-05;9.711171968584641e-05
2017-01-05 05:00:00;9.883756578055004e-05;0.00010067568803657844
2017-01-05 06:00:00;8.3815561190724e-05;8.769755609240907e-05
2017-01-05 07:00:00;8.690795163876405e-05;9.47822934863202e-05
2017-01-05 08:00:00;9.961684101329189e-05;0.00010683717743827564
2017-01-05 09:00:00;0.00010659907355402747;0.00011354116301911938
2017-01-05 10:00:00;0.00010935286417501833;0.00011854081248762727
2017-01-05 11:00:00;0.00011451631388840035;0.00012653759100634035
2017-01-05 12:00:00;0.00012079214645893452;0.00013680529015005783
2017-01-05 13:00:00;0.00012767307131996783;0.0001461121971772925
2017-01-05 14:00:00;0.00013619090217027922;0.00015531668657226775
2017-01-05 15:00:00;0.00011995168608748727;0.00012617831026569824
2017-01-05 16:00:00;0.0001247422939381057;0.00012546797301979775
2017-01-05 17:00:00;0.00012615582364096058;0.00012567233137523429
2017-01-05 18:00:00;0.0001245101994654529;0.0001257820722293835
2017-01-05 19:00:00;0.00012494281455433992;0.00012225724302580208
2017-01-05 20:00:00;0.00012174232335038987;0.00011837582727755492
2017-01-05 21:00:00;0.00011362993886459497;0.00011099410487383562
2017-01-05 22:00:00;0.00010861524704461881;0.00010819213632017636
2017-01-05 23:00:00;0.0001050095052665277;0.00010306586083048826
2017-01-06 00:00:00;0.00010251827002183501;0.00010137650410999343
2017-01-06 01:00:00;9.740655592200794e-05;9.870431492378606e-05
2017-01-06 02:00:00;9.615319958101144e-05;9.625003453576355e-05
2017-01-06 03:00:00;9.693546726853798e-05;9.481584722057914e-05
2017-01-06 04:00:00;9.474691904691945e-05;9.494980518319474e-05
2017-01-06 05:00:00;9.697561349648803e-05;9.511468498402774e-05
