timeindex;BB-electricity-demand-profile;B-electricity-demand-profile
2017-01-01 00:00:00;8.01766189722167e-05;8.01766189722167e-05
2017-01-01 01:00:00;7.912020027563409e-05;7.912020027563409e-05
2017-01-01 02:00:00;7.528373237751832e-05;7.528373237751832e-05
2017-01-01 03:00:00;7.39493087607824e-05;7.39493087607824e-05
2017-01-01 04:00:00;7.026852361795248e-05;7.026852361795248e-05
2017-01-01 05:00:00;6.543123800728476e-05;6.543123800728476e-05
2017-01-01 06:00:00;6.842257094813445e-05;6.842257094813445e-05
2017-01-01 07:00:00;7.200327431970917e-05;7.200327431970917e-05
2017-01-01 08:00:00;8.231169675899417e-05;8.231169675899417e-05
2017-01-01 09:00:00;8.839444441194876e-05;8.839444441194876e-05
2017-01-01 10:00:00;9.455503344254626e-05;9.455503344254626e-05
2017-01-01 11:00:00;5.8047427328012645e-05;5.8047427328012645e-05
2017-01-01 12:00:00;2.5031563010604688e-05;2.5031563010604688e-05
2017-01-01 13:00:00;3.4872937184032115e-05;3.4872937184032115e-05
2017-01-01 14:00:00;4.441406604369396e-05;4.441406604369396e-05
2017-01-01 15:00:00;4.863974083002439e-05;4.863974083002439e-05
2017-01-01 16:00:00;5.106394373376131e-05;5.106394373376131e-05
2017-01-01 17:00:00;5.0886020584863194e-05;5.0886020584863194e-05
2017-01-01 18:00:00;4.499231627761287e-05;4.499231627761287e-05
2017-01-01 19:00:00;3.453933127984814e-05;3.453933127984814e-05
2017-01-01 20:00:00;2.5253966946727342e-05;2.5253966946727342e-05
2017-01-01 21:00:00;2.4898120648931093e-05;2.4898120648931093e-05
2017-01-01 22:00:00;2.3419134473715448e-05;2.3419134473715448e-05
2017-01-01 23:00:00;2.1095013341233714e-05;2.1095013341233714e-05
2017-01-02 00:00:00;1.7725593708975507e-05;1.7725593708975507e-05
2017-01-02 01:00:00;1.9738349330885528e-05;1.9738349330885528e-05
2017-01-02 02:00:00;1.6769256783648098e-05;1.6769256783648098e-05
2017-01-02 03:00:00;2.0116436022294037e-05;2.0116436022294037e-05
2017-01-02 04:00:00;2.645494820178967e-05;2.645494820178967e-05
2017-01-02 05:00:00;4.1845300581477314e-05;4.1845300581477314e-05
2017-01-02 06:00:00;5.4944892419101624e-05;5.4944892419101624e-05
2017-01-02 07:00:00;6.468618482127386e-05;6.468618482127386e-05
2017-01-02 08:00:00;9.87473476384583e-05;9.87473476384583e-05
2017-01-02 09:00:00;0.0001327640296684182;0.0001327640296684182
2017-01-02 10:00:00;0.00013533279513063483;0.00013533279513063483
2017-01-02 11:00:00;0.00013596664634858441;0.00013596664634858441
2017-01-02 12:00:00;0.00013306427498218376;0.00013306427498218376
2017-01-02 13:00:00;0.00013130728388681482;0.00013130728388681482
2017-01-02 14:00:00;0.00013008406223814022;0.00013008406223814022
2017-01-02 15:00:00;0.00013288635183328565;0.00013288635183328565
2017-01-02 16:00:00;0.0001372899497685142;0.0001372899497685142
2017-01-02 17:00:00;0.0001360333675294212;0.0001360333675294212
2017-01-02 18:00:00;0.00013714538721003446;0.00013714538721003446
2017-01-02 19:00:00;0.0001271483302813212;0.0001271483302813212
2017-01-02 20:00:00;0.00011856353834698675;0.00011856353834698675
2017-01-02 21:00:00;0.00011532756107640214;0.00011532756107640214
2017-01-02 22:00:00;0.00010524154257323979;0.00010524154257323979
2017-01-02 23:00:00;0.00010109370916455229;0.00010109370916455229
2017-01-03 00:00:00;9.736844323449784e-05;9.736844323449784e-05
2017-01-03 01:00:00;9.631202453791523e-05;9.631202453791523e-05
2017-01-03 02:00:00;9.638986591555816e-05;9.638986591555816e-05
2017-01-03 03:00:00;9.852494370233564e-05;9.852494370233564e-05
2017-01-03 04:00:00;0.00010281733966950285;0.00010281733966950285
2017-01-03 05:00:00;0.00011507179654986109;0.00011507179654986109
2017-01-03 06:00:00;0.00013009518243494635;0.00013009518243494635
2017-01-03 07:00:00;0.00013626689166234998;0.00013626689166234998
2017-01-03 08:00:00;0.00013822404630022935;0.00013822404630022935
2017-01-03 09:00:00;0.00013829076748106615;0.00013829076748106615
2017-01-03 10:00:00;0.00014488504418710282;0.00014488504418710282
2017-01-03 11:00:00;0.0001439287072617754;0.0001439287072617754
2017-01-03 12:00:00;0.00014542993383060332;0.00014542993383060332
2017-01-03 13:00:00;0.0001447738422190415;0.0001447738422190415
2017-01-03 14:00:00;0.0001464752323303798;0.0001464752323303798
2017-01-03 15:00:00;0.00015187964797816028;0.00015187964797816028
2017-01-03 16:00:00;0.00015692821732814452;0.00015692821732814452
2017-01-03 17:00:00;0.00015548259174334727;0.00015548259174334727
2017-01-03 18:00:00;0.0001564834094558992;0.0001564834094558992
2017-01-03 19:00:00;0.00014649747272399208;0.00014649747272399208
2017-01-03 20:00:00;0.00013741227193338166;0.00013741227193338166
2017-01-03 21:00:00;0.00013061783168483458;0.00013061783168483458
2017-01-03 22:00:00;0.00011810761027793531;0.00011810761027793531
2017-01-03 23:00:00;0.00010330662832897269;0.00010330662832897269
2017-01-04 00:00:00;9.969256436697958e-05;9.969256436697958e-05
2017-01-04 01:00:00;0.00010091578601565417;0.00010091578601565417
2017-01-04 02:00:00;0.00010181652195695092;0.00010181652195695092
2017-01-04 03:00:00;0.00010347343128106468;0.00010347343128106468
2017-01-04 04:00:00;0.00011264759364612416;0.00011264759364612416
2017-01-04 05:00:00;0.00012016484668706986;0.00012016484668706986
2017-01-04 06:00:00;0.00013597776654539055;0.00013597776654539055
2017-01-04 07:00:00;0.00014598594367090997;0.00014598594367090997
2017-01-04 08:00:00;0.00015099003223366966;0.00015099003223366966
2017-01-04 09:00:00;0.00015007817609556678;0.00015007817609556678
2017-01-04 10:00:00;0.00015181292679732349;0.00015181292679732349
2017-01-04 11:00:00;0.00015010041648917907;0.00015010041648917907
2017-01-04 12:00:00;0.00015092331105283287;0.00015092331105283287
2017-01-04 13:00:00;0.00014787637712795253;0.00014787637712795253
2017-01-04 14:00:00;0.00014777629535669731;0.00014777629535669731
2017-01-04 15:00:00;0.00015184628738774188;0.00015184628738774188
2017-01-04 16:00:00;0.00015154604207397632;0.00015154604207397632
2017-01-04 17:00:00;0.00014717580472916616;0.00014717580472916616
2017-01-04 18:00:00;0.0001457301791443689;0.0001457301791443689
2017-01-04 19:00:00;0.00013444317938614422;0.00013444317938614422
2017-01-04 20:00:00;0.00012436828107978802;0.00012436828107978802
2017-01-04 21:00:00;0.00011928635113938537;0.00011928635113938537
2017-01-04 22:00:00;0.00011234734833235858;0.00011234734833235858
2017-01-04 23:00:00;0.00010797711098754843;0.00010797711098754843
2017-01-05 00:00:00;0.00010345119088745242;0.00010345119088745242
2017-01-05 01:00:00;0.00010400720072775906;0.00010400720072775906
2017-01-05 02:00:00;0.00010338446970661563;0.00010338446970661563
2017-01-05 03:00:00;0.0001050413790307294;0.0001050413790307294
2017-01-05 04:00:00;0.00010925593362025368;0.00010925593362025368
2017-01-05 05:00:00;0.00012261128998441905;0.00012261128998441905
2017-01-05 06:00:00;0.00013704530543877928;0.00013704530543877928
2017-01-05 07:00:00;0.0001425942836450395;0.0001425942836450395
2017-01-05 08:00:00;0.00014146002357081397;0.00014146002357081397
2017-01-05 09:00:00;0.00014328373584701973;0.00014328373584701973
2017-01-05 10:00:00;0.0001432058944693768;0.0001432058944693768
2017-01-05 11:00:00;0.00014283892797477442;0.00014283892797477442
2017-01-05 12:00:00;0.00014005887877324125;0.00014005887877324125
2017-01-05 13:00:00;0.00013870221476289306;0.00013870221476289306
2017-01-05 14:00:00;0.00013870221476289306;0.00013870221476289306
2017-01-05 15:00:00;0.00014135994179955878;0.00014135994179955878
2017-01-05 16:00:00;0.00014750941063335014;0.00014750941063335014
2017-01-05 17:00:00;0.00014785413673434026;0.00014785413673434026
2017-01-05 18:00:00;0.0001447738422190415;0.0001447738422190415
2017-01-05 19:00:00;0.00013803500295452508;0.00013803500295452508
2017-01-05 20:00:00;0.00012827147015874059;0.00012827147015874059
2017-01-05 21:00:00;0.00012443500226062482;0.00012443500226062482
2017-01-05 22:00:00;0.00011917514917132405;0.00011917514917132405
2017-01-05 23:00:00;0.00011342600742255344;0.00011342600742255344
2017-01-06 00:00:00;0.00011033459271044856;0.00011033459271044856
2017-01-06 01:00:00;0.00010775470705142578;0.00010775470705142578
2017-01-06 02:00:00;0.0001071542164238946;0.0001071542164238946
2017-01-06 03:00:00;0.00010863320259911026;0.00010863320259911026
2017-01-06 04:00:00;0.00011264759364612416;0.00011264759364612416
2017-01-06 05:00:00;0.00012076533731460101;0.00012076533731460101
2017-01-06 06:00:00;0.0001351437517849306;0.0001351437517849306
2017-01-06 07:00:00;0.00014071497038480306;0.00014071497038480306
2017-01-06 08:00:00;0.00014055928762951722;0.00014055928762951722
2017-01-06 09:00:00;0.00014206051419834512;0.00014206051419834512
2017-01-06 10:00:00;0.0001412376196346913;0.0001412376196346913
2017-01-06 11:00:00;0.00013949174873612846;0.00013949174873612846
2017-01-06 12:00:00;0.00013567752123162495;0.00013567752123162495
2017-01-06 13:00:00;0.00013466558332226689;0.00013466558332226689
2017-01-06 14:00:00;0.00013244154396104034;0.00013244154396104034
2017-01-06 15:00:00;0.00013410957348196026;0.00013410957348196026
2017-01-06 16:00:00;0.00013767915665672886;0.00013767915665672886
2017-01-06 17:00:00;0.0001379015605928515;0.0001379015605928515
2017-01-06 18:00:00;0.0001381350847257803;0.0001381350847257803
2017-01-06 19:00:00;0.0001310626395570799;0.0001310626395570799
2017-01-06 20:00:00;0.00012281145352692943;0.00012281145352692943
2017-01-06 21:00:00;0.00012013148609665146;0.00012013148609665146
2017-01-06 22:00:00;0.00011325920447046146;0.00011325920447046146
2017-01-06 23:00:00;0.00010749894252488472;0.00010749894252488472
2017-01-07 00:00:00;0.0001032399071481359;0.0001032399071481359
2017-01-07 01:00:00;0.00010237253179725754;0.00010237253179725754
2017-01-07 02:00:00;0.00010005953086158195;0.00010005953086158195
2017-01-07 03:00:00;9.830253976621299e-05;9.830253976621299e-05
2017-01-07 04:00:00;9.637874571875203e-05;9.637874571875203e-05
2017-01-07 05:00:00;9.516664426688357e-05;9.516664426688357e-05
2017-01-07 06:00:00;0.00010080458404759285;0.00010080458404759285
2017-01-07 07:00:00;0.00010978970306694806;0.00010978970306694806
2017-01-07 08:00:00;0.00011876370188949714;0.00011876370188949714
2017-01-07 09:00:00;0.00012671464260588202;0.00012671464260588202
2017-01-07 10:00:00;0.0001319856158919889;0.0001319856158919889
2017-01-07 11:00:00;0.00012870515783417976;0.00012870515783417976
2017-01-07 12:00:00;0.00012338970376084832;0.00012338970376084832
2017-01-07 13:00:00;0.0001211323038092034;0.0001211323038092034
2017-01-07 14:00:00;0.00012036501022958025;0.00012036501022958025
2017-01-07 15:00:00;0.00012581390666458527;0.00012581390666458527
2017-01-07 16:00:00;0.00013161864939738652;0.00013161864939738652
2017-01-07 17:00:00;0.00013268618829077527;0.00013268618829077527
2017-01-07 18:00:00;0.00012856059527570005;0.00012856059527570005
2017-01-07 19:00:00;0.00011805200929390465;0.00011805200929390465
2017-01-07 20:00:00;0.00010964514050846833;0.00010964514050846833
2017-01-07 21:00:00;0.00010972298188611125;0.00010972298188611125
2017-01-07 22:00:00;0.00010347343128106468;0.00010347343128106468
2017-01-07 23:00:00;9.739068362811011e-05;9.739068362811011e-05
2017-01-08 00:00:00;9.378773986292311e-05;9.378773986292311e-05
2017-01-08 01:00:00;9.16749024697579e-05;9.16749024697579e-05
2017-01-08 02:00:00;8.972886802868468e-05;8.972886802868468e-05
2017-01-08 03:00:00;8.99401517680012e-05;8.99401517680012e-05
2017-01-08 04:00:00;8.760491043871334e-05;8.760491043871334e-05
2017-01-08 05:00:00;8.509174596052735e-05;8.509174596052735e-05
2017-01-08 06:00:00;9.11967340070942e-05;9.11967340070942e-05
2017-01-08 07:00:00;9.969256436697958e-05;9.969256436697958e-05
2017-01-08 08:00:00;0.00010818839472686495;0.00010818839472686495
2017-01-08 09:00:00;0.00011410433942772753;0.00011410433942772753
2017-01-08 10:00:00;0.00012212200132494922;0.00012212200132494922
2017-01-08 11:00:00;0.00011543876304446346;0.00011543876304446346
2017-01-08 12:00:00;0.0001090891306681617;0.0001090891306681617
2017-01-08 13:00:00;0.0001074544617376602;0.0001074544617376602
2017-01-08 14:00:00;0.00010703189425902715;0.00010703189425902715
2017-01-08 15:00:00;0.0001124251897100015;0.0001124251897100015
2017-01-08 16:00:00;0.00012146590971338737;0.00012146590971338737
2017-01-08 17:00:00;0.00012275585254289877;0.00012275585254289877
2017-01-08 18:00:00;0.00012029828904874344;0.00012029828904874344
2017-01-08 19:00:00;0.00011258087246528736;0.00011258087246528736
2017-01-08 20:00:00;0.0001068094903229045;0.0001068094903229045
2017-01-08 21:00:00;0.00010781030803545644;0.00010781030803545644
2017-01-08 22:00:00;0.00010183876235056318;0.00010183876235056318
2017-01-08 23:00:00;9.666787083571149e-05;9.666787083571149e-05
2017-01-09 00:00:00;9.396566301182124e-05;9.396566301182124e-05
2017-01-09 01:00:00;9.364317730444338e-05;9.364317730444338e-05
2017-01-09 02:00:00;9.495536052756704e-05;9.495536052756704e-05
2017-01-09 03:00:00;9.76242077610389e-05;9.76242077610389e-05
2017-01-09 04:00:00;0.0001055529080838115;0.0001055529080838115
2017-01-09 05:00:00;0.00012008700530942692;0.00012008700530942692
2017-01-09 06:00:00;0.00013325331832788804;0.00013325331832788804
2017-01-09 07:00:00;0.00013737891134296326;0.00013737891134296326
2017-01-09 08:00:00;0.00013644481481124812;0.00013644481481124812
2017-01-09 09:00:00;0.00013762355567269817;0.00013762355567269817
2017-01-09 10:00:00;0.00014094849451773186;0.00014094849451773186
2017-01-09 11:00:00;0.00014031464329978228;0.00014031464329978228
2017-01-09 12:00:00;0.00013870221476289306;0.00013870221476289306
2017-01-09 13:00:00;0.0001379015605928515;0.0001379015605928515
2017-01-09 14:00:00;0.00013626689166234998;0.00013626689166234998
2017-01-09 15:00:00;0.000137189867997259;0.000137189867997259
2017-01-09 16:00:00;0.00014158234573568142;0.00014158234573568142
2017-01-09 17:00:00;0.00014089289353370118;0.00014089289353370118
2017-01-09 18:00:00;0.00013894685909262796;0.00013894685909262796
2017-01-09 19:00:00;0.00013182993313670305;0.00013182993313670305
2017-01-09 20:00:00;0.00012293377569179688;0.00012293377569179688
2017-01-09 21:00:00;0.0001175293600440164;0.0001175293600440164
2017-01-09 22:00:00;0.00010916697204580462;0.00010916697204580462
2017-01-09 23:00:00;0.00010409616230220812;0.00010409616230220812
2017-01-10 00:00:00;0.00010116043034538909;0.00010116043034538909
2017-01-10 01:00:00;9.92588766915404e-05;9.92588766915404e-05
2017-01-10 02:00:00;0.00010172756038250186;0.00010172756038250186
2017-01-10 03:00:00;0.00010424072486068785;0.00010424072486068785
2017-01-10 04:00:00;0.00011025675133280563;0.00011025675133280563
2017-01-10 05:00:00;0.000123612107696971;0.000123612107696971
2017-01-10 06:00:00;0.0001406593694007724;0.0001406593694007724
2017-01-10 07:00:00;0.0001425275624642027;0.0001425275624642027
2017-01-10 08:00:00;0.0001422273171504371;0.0001422273171504371
2017-01-10 09:00:00;0.00014516304910725615;0.00014516304910725615
2017-01-10 10:00:00;0.00014696452098984965;0.00014696452098984965
2017-01-10 11:00:00;0.00014197155262389607;0.00014197155262389607
2017-01-10 12:00:00;0.00013865773397566853;0.00013865773397566853
2017-01-10 13:00:00;0.00013607784831664574;0.00013607784831664574
2017-01-10 14:00:00;0.0001350436700136754;0.0001350436700136754
2017-01-10 15:00:00;0.00013614456949748253;0.00013614456949748253
2017-01-10 16:00:00;0.00014386198608093862;0.00014386198608093862
2017-01-10 17:00:00;0.00014430679395318393;0.00014430679395318393
2017-01-10 18:00:00;0.00014268324521948854;0.00014268324521948854
2017-01-10 19:00:00;0.00013399837151389894;0.00013399837151389894
2017-01-10 20:00:00;0.00012580278646777914;0.00012580278646777914
2017-01-10 21:00:00;0.00012036501022958025;0.00012036501022958025
2017-01-10 22:00:00;0.0001129367187630836;0.0001129367187630836
2017-01-10 23:00:00;0.00010674276914206769;0.00010674276914206769
2017-01-11 00:00:00;0.0001033733495098095;0.0001033733495098095
2017-01-11 01:00:00;0.00010207228648349197;0.00010207228648349197
2017-01-11 02:00:00;0.00010268389730782927;0.00010268389730782927
2017-01-11 03:00:00;0.00010384039777566707;0.00010384039777566707
