timeindex;B-heat_decentral-demand-profile;BB-heat_decentral-demand-profile
2017-01-01 00:00:00;0.00012180815949720252;0.00011997470815784339
2017-01-01 01:00:00;0.00012528897556174034;0.00012403479039286693
2017-01-01 02:00:00;0.00012490392039891625;0.00012365796662785802
2017-01-01 03:00:00;0.00013970068316651672;0.00013876472427451034
2017-01-01 04:00:00;0.000164865391452887;0.00016256486660519673
2017-01-01 05:00:00;0.00022426322093486105;0.0002221648164598562
2017-01-01 06:00:00;0.00023353975936702556;0.00022635135484328102
2017-01-01 07:00:00;0.00022917688561597442;0.00022289716222804754
2017-01-01 08:00:00;0.00022548032197196294;0.00021962997139725196
2017-01-01 09:00:00;0.00021247956488175854;0.00020737104525716174
2017-01-01 10:00:00;0.0002025641190340771;0.0001981428420955845
2017-01-01 11:00:00;0.0001979973040189246;0.0001933949226310307
2017-01-01 12:00:00;0.00019368356384824538;0.00018932428122164218
2017-01-01 13:00:00;0.00018684848417341554;0.00018185945337974695
2017-01-01 14:00:00;0.00018783988423292725;0.00018249369516946286
2017-01-01 15:00:00;0.00019190325974075952;0.0001858334535541303
2017-01-01 16:00:00;0.0002000251874778897;0.0001939003544861631
2017-01-01 17:00:00;0.0002055677852089104;0.00019931203749911375
2017-01-01 18:00:00;0.00020822007181365586;0.00020209406823492964
2017-01-01 19:00:00;0.00021037580112427497;0.00020453408131647073
2017-01-01 20:00:00;0.00020111750162099824;0.00019618154977688656
2017-01-01 21:00:00;0.00019254448190047263;0.00018942421922059225
2017-01-01 22:00:00;0.00015486148595321095;0.00015513332940292804
2017-01-01 23:00:00;0.00013319395404910776;0.00013272488784269755
2017-01-02 00:00:00;0.00012796498241824647;0.00012729830882013496
2017-01-02 01:00:00;0.000133255050377752;0.00013334476525740066
2017-01-02 02:00:00;0.00013683424118099318;0.00013710665769478723
2017-01-02 03:00:00;0.00014454492446479942;0.0001449546580294259
2017-01-02 04:00:00;0.00016914780786601632;0.0001681788493428541
2017-01-02 05:00:00;0.00023050794319079884;0.00023020908410620563
2017-01-02 06:00:00;0.00027673201165608486;0.0002725362278065677
2017-01-02 07:00:00;0.0002863563522248955;0.0002839339906208233
2017-01-02 08:00:00;0.00028375356340239904;0.0002818806196092046
2017-01-02 09:00:00;0.0002721921643745948;0.00027108628696207934
2017-01-02 10:00:00;0.0002598061128454617;0.00025925477446581634
2017-01-02 11:00:00;0.00024872511600289315;0.0002476280951942139
2017-01-02 12:00:00;0.00023994783518537267;0.00023884812327483245
2017-01-02 13:00:00;0.00023386849404280667;0.0002319944399200835
2017-01-02 14:00:00;0.0002344921189883939;0.00023219438904402797
2017-01-02 15:00:00;0.0002373787921418087;0.00023423826660325494
2017-01-02 16:00:00;0.00024411057756796564;0.0002408881482486865
2017-01-02 17:00:00;0.00024923984019088594;0.0002458716894239617
2017-01-02 18:00:00;0.00024888583876013623;0.0002455209192630868
2017-01-02 19:00:00;0.0002378845257855127;0.0002341936853460626
2017-01-02 20:00:00;0.0002214622814811935;0.00021833317664527168
2017-01-02 21:00:00;0.00020034310483129595;0.00019865249492450663
2017-01-02 22:00:00;0.0001661686574485287;0.00016822908875684196
2017-01-02 23:00:00;0.0001386268342568827;0.00013952250632873225
2017-01-03 00:00:00;0.00012716228175929526;0.00012656330663572202
2017-01-03 01:00:00;0.00013242219341830854;0.00013258150823584438
2017-01-03 02:00:00;0.00013596962632416655;0.00013631310357822555
2017-01-03 03:00:00;0.00014365818400113346;0.00014414385913538125
2017-01-03 04:00:00;0.00016817351807608708;0.00016729709763427255
2017-01-03 05:00:00;0.0002293347929895539;0.00022916633037753544
2017-01-03 06:00:00;0.0002751769625485712;0.0002711389800453252
2017-01-03 07:00:00;0.0002845302495188286;0.0002822609034236451
2017-01-03 08:00:00;0.0002818865706750106;0.0002801622270844962
2017-01-03 09:00:00;0.00027041784732263573;0.000269454068874113
2017-01-03 10:00:00;0.00025813004313722304;0.0002577142299357862
2017-01-03 11:00:00;0.00024713835854117466;0.00024617229270585273
2017-01-03 12:00:00;0.000238461136428137;0.00023748929246518016
2017-01-03 13:00:00;0.000232468440722369;0.00023072166306547915
2017-01-03 14:00:00;0.00023310758299576438;0.00023093871956399457
2017-01-03 15:00:00;0.00023599299620623675;0.00023298457607997172
2017-01-03 16:00:00;0.00024272527699434492;0.00023964011278010674
2017-01-03 17:00:00;0.00024786213862019893;0.0002446355386239617
2017-01-03 18:00:00;0.00024754896322242304;0.00024432669700141584
2017-01-03 19:00:00;0.00023670834932176864;0.00023315803600919524
2017-01-03 20:00:00;0.0002204547218421363;0.0002174590105348629
2017-01-03 21:00:00;0.00019942001553935928;0.00019784817173226093
2017-01-03 22:00:00;0.00016531507541886744;0.00016746580007421562
2017-01-03 23:00:00;0.00013779984134797556;0.00013876811412048544
2017-01-04 00:00:00;0.00012827557133288523;0.00012817263271539954
2017-01-04 01:00:00;0.0001335792507892517;0.00013426218389264933
2017-01-04 02:00:00;0.0001371616048730195;0.0001380457674989594
2017-01-04 03:00:00;0.000144907680713388;0.000145960483592409
2017-01-04 04:00:00;0.00016961122963397388;0.00016937190793996472
2017-01-04 05:00:00;0.00023123579440571817;0.00023191637102709347
2017-01-04 06:00:00;0.00027753073967017977;0.00027450541882749794
2017-01-04 07:00:00;0.000287040605250203;0.00028587493083716487
2017-01-04 08:00:00;0.0002843920141464865;0.00028377603235810335
2017-01-04 09:00:00;0.0002728136290951691;0.00027291745273313046
2017-01-04 10:00:00;0.00026040923788473927;0.0002610143347560752
2017-01-04 11:00:00;0.0002493136609100408;0.00024931613819705354
2017-01-04 12:00:00;0.00024054310245497359;0.00024049731008250934
2017-01-04 13:00:00;0.0002344799548928612;0.00023361882558269604
2017-01-04 14:00:00;0.00023511830456708066;0.00023383005890884392
2017-01-04 15:00:00;0.00023802395855450906;0.00023589590076578834
2017-01-04 16:00:00;0.0002447999454694484;0.0002426139921496405
2017-01-04 17:00:00;0.0002499674937847392;0.00024765229843864593
2017-01-04 18:00:00;0.00024963662675523286;0.00024731747651478286
2017-01-04 19:00:00;0.00023866711147518187;0.0002359572668011336
2017-01-04 20:00:00;0.0002222454828976947;0.00022002032624156653
2017-01-04 21:00:00;0.00020104239227317354;0.0002001808040881618
2017-01-04 22:00:00;0.00016668388903293642;0.00016947327516293533
2017-01-04 23:00:00;0.00013898685315495626;0.00014050057130007116
2017-01-05 00:00:00;0.00016472353517331208;0.0001656500139969099
2017-01-05 01:00:00;0.00016778314645412087;0.000169122890859313
2017-01-05 02:00:00;0.00017079682064195334;0.00017177310817695574
2017-01-05 03:00:00;0.00017988794079670526;0.00018087140379414359
2017-01-05 04:00:00;0.00020348989487690725;0.00020257971689333743
2017-01-05 05:00:00;0.0002690035825417282;0.0002719668097825094
2017-01-05 06:00:00;0.00032305659184672615;0.00032360481853305835
2017-01-05 07:00:00;0.00033007592867791423;0.0003329323847638098
2017-01-05 08:00:00;0.0003307977527040557;0.0003334906074203357
2017-01-05 09:00:00;0.0003238296400663856;0.00032660028848997764
2017-01-05 10:00:00;0.0003119542902660099;0.0003148001274566729
2017-01-05 11:00:00;0.0003026302269363852;0.0003057059682854845
2017-01-05 12:00:00;0.00029222999489760096;0.00029464591884204185
2017-01-05 13:00:00;0.00028022514611450927;0.00028134027818692005
2017-01-05 14:00:00;0.0002844066222747812;0.000284526411695465
2017-01-05 15:00:00;0.0002825371195012904;0.0002818643672725803
2017-01-05 16:00:00;0.0002855470628341295;0.00028426791671634557
2017-01-05 17:00:00;0.0002887005080886935;0.0002879580685645339
2017-01-05 18:00:00;0.0002844991148246305;0.00028327855903018004
2017-01-05 19:00:00;0.00027054515575528786;0.0002694344459657478
2017-01-05 20:00:00;0.0002515304177398281;0.0002501376054522928
2017-01-05 21:00:00;0.0002298185280018352;0.00022980664234515972
2017-01-05 22:00:00;0.0001995083446369948;0.00020302253975690686
2017-01-05 23:00:00;0.00017168596586852948;0.0001733734938364276
2017-01-06 00:00:00;0.00019610031394161752;0.00019056635369166914
2017-01-06 01:00:00;0.00019807365904119342;0.0001945272954510152
2017-01-06 02:00:00;0.00020106131268609795;0.00019755862615211786
2017-01-06 03:00:00;0.00022222650288757523;0.00020793805555651058
2017-01-06 04:00:00;0.0002509262980009878;0.00023257098224926175
2017-01-06 05:00:00;0.0003261596128754752;0.00031160990950638217
2017-01-06 06:00:00;0.00035192182400522527;0.0003720682724097154
2017-01-06 07:00:00;0.0003479320478123063;0.0003835452685631286
2017-01-06 08:00:00;0.00033857304324204834;0.00038414328340008686
2017-01-06 09:00:00;0.00032989536016278314;0.00037621404837148595
2017-01-06 10:00:00;0.0003194657772750536;0.0003625875545129621
2017-01-06 11:00:00;0.0003039788945496746;0.0003521161788000643
2017-01-06 12:00:00;0.00029334134768499236;0.0003391990583504391
2017-01-06 13:00:00;0.0002910069484094356;0.00032367974137173256
2017-01-06 14:00:00;0.00028612138306699514;0.00032742924792706496
2017-01-06 15:00:00;0.0002918796464728797;0.00032421883743752387
2017-01-06 16:00:00;0.00030140710303278056;0.0003267129830305629
2017-01-06 17:00:00;0.00031003517599351713;0.0003308289799040925
2017-01-06 18:00:00;0.0003107361395617522;0.00032522697994812185
2017-01-06 19:00:00;0.00030321351325749134;0.0003089736963494531
2017-01-06 20:00:00;0.0002904023207858484;0.00028651988367829834
2017-01-06 21:00:00;0.00027492082284042454;0.00026327526427504595
2017-01-06 22:00:00;0.00023971291132282745;0.00023269719986061867
2017-01-06 23:00:00;0.00020818321685502972;0.0001993496127725495
2017-01-07 00:00:00;0.0002046613847098449;0.00020313518683077021
2017-01-07 01:00:00;0.00020836231025283595;0.00020827009497149037
2017-01-07 02:00:00;0.00021006333882177725;0.00021272916712198088
2017-01-07 03:00:00;0.00021439083469884302;0.00021769819453228953
2017-01-07 04:00:00;0.00023043208448893959;0.00024656230491466684
2017-01-07 05:00:00;0.0002956990086951514;0.00030870770015427237
2017-01-07 06:00:00;0.000397961452258794;0.0003760868636428393
2017-01-07 07:00:00;0.000376282641096986;0.0003854988995920831
2017-01-07 08:00:00;0.0003720914490439191;0.0003777228989916125
2017-01-07 09:00:00;0.0003584759536322831;0.00036203708124341846
2017-01-07 10:00:00;0.00034684131703468043;0.0003587700715025865
2017-01-07 11:00:00;0.00033861309795772367;0.00034406162102579746
2017-01-07 12:00:00;0.00032662848108320065;0.00033247865472310563
2017-01-07 13:00:00;0.00032432467263157974;0.00032946579971547806
2017-01-07 14:00:00;0.0003162261011796946;0.00032348236220240277
2017-01-07 15:00:00;0.00031274796476376697;0.00030378125885383305
2017-01-07 16:00:00;0.00031073465426433196;0.00031760011583788184
2017-01-07 17:00:00;0.000316580631597439;0.0003116943891329136
2017-01-07 18:00:00;0.0003040845596272019;0.00029864668427167796
2017-01-07 19:00:00;0.0003047922523117843;0.00029525721187189535
2017-01-07 20:00:00;0.0003064787914235257;0.00029270006011188776
2017-01-07 21:00:00;0.0002908766671726832;0.0002721402387953784
2017-01-07 22:00:00;0.0002566518643921729;0.00023049782783726865
2017-01-07 23:00:00;0.00021250878495094393;0.00019920932080246857
2017-01-08 00:00:00;0.00019413035488845867;0.00018976531727178564
2017-01-08 01:00:00;0.0001960872172214756;0.00019201066440756746
2017-01-08 02:00:00;0.0001990453770340534;0.00019443951072659773
2017-01-08 03:00:00;0.00021999134920515291;0.00021549621829862817
2017-01-08 04:00:00;0.0002484204654280279;0.00024114214208355
2017-01-08 05:00:00;0.0003229401539568009;0.0003176970186161987
2017-01-08 06:00:00;0.00034842461345635165;0.00033717358230582207
2017-01-08 07:00:00;0.00034445434268052773;0.00033500078111289253
2017-01-08 08:00:00;0.0003352055783910001;0.0003251920556858154
2017-01-08 09:00:00;0.00032661715934098715;0.0003169193257529489
2017-01-08 10:00:00;0.00031629193304482766;0.00030722343842014044
2017-01-08 11:00:00;0.0003009666931933101;0.0002922950771405644
2017-01-08 12:00:00;0.00029044412814091303;0.00028147708457336234
2017-01-08 13:00:00;0.0002881289139896081;0.0002785796964256403
2017-01-08 14:00:00;0.0002832979738694179;0.00027213611814583743
2017-01-08 15:00:00;0.0002889958249383744;0.0002773279607477335
2017-01-08 16:00:00;0.0002984329582266635;0.0002862350867141886
2017-01-08 17:00:00;0.0003069757046435395;0.00029545825076378746
2017-01-08 18:00:00;0.00030767354215713793;0.000295993295493597
2017-01-08 19:00:00;0.00030023174058710133;0.0002894840204084718
2017-01-08 20:00:00;0.00028755112423779435;0.0002775070290808381
2017-01-08 21:00:00;0.0002722079876406259;0.00026477471337859346
2017-01-08 22:00:00;0.00023734898536440635;0.0002348568379287478
2017-01-08 23:00:00;0.0002060933504830056;0.00020248963252510584
2017-01-09 00:00:00;0.0001788156359911427;0.0001733305747781434
